id,question,prediction,ground_truth,dataset,task_type,thinking_mode,is_correct,correctness_score,similarity,poincare_scale
nq_95,when did the eagles win the super bowl,"The Philadelphia Eagles won Super Bowl LII on February 4, 2018, against the New England Patriots.",['2017'],natural_questions,long_form,no_thinking,0,0.0,0.9295798,0.05
nq_96,who used the word physiology for the first time,"The word ""physiology"" was first used by the Greek philosopher and physician **Aristotle** in the 4th century BCE. He used it to describe the study of the functions of living organisms. However, the term was not formally defined until later. The modern scientific use of the term ""physiology"" as a branch of biology was established by **Galen** in the 2nd century CE, though he did not use the exact term. The term was more formally defined in the 17th century by **William Harvey**, who used it to describe the study of the functions of the body. However, the first known use of the term ""physiology"" in a scientific context is often attributed to **Galen** or **Aristotle**, depending on the source. The exact first use is sometimes debated, but **Aristotle** is often credited with the earliest known use of the term in a philosophical context.",['Jean Fernel'],natural_questions,long_form,no_thinking,0,0.0,0.9216627,0.05
nq_97,what season does bart bass die in gossip girl,"Bart Bass dies in the season finale of *Gossip Girl*, which is Season 5. He is killed by his son, Chuck, in a dramatic scene that occurs during the season's final episode.",[')'],natural_questions,long_form,no_thinking,0,0.0,0.9324285,0.05
nq_98,where is the oldest house in america located,"The oldest house in America is located in New England, specifically in the state of Massachusetts. It is the Old North Church, but that is a church, not a house. The oldest surviving house is the White House in Boston, Massachusetts, though it is more accurately known as the Paul Revere House. However, the oldest house in America is actually the 1639 House, located in Dedham, Massachusetts. This house is considered the oldest surviving house in the United States.",['Taos Pueblo'],natural_questions,long_form,no_thinking,0,0.0,0.9277578,0.05
nq_99,the general term for software that is designed to damage disable or steal data is,Answer: Malware.,['Malware'],natural_questions,long_form,no_thinking,1,0.6666666666666666,0.95728916,0.05
nq_100,the first political society started under british rule in india was,"The first political society started under British rule in India was the **Indian National Congress**, founded in 1885.",['The British Indian Association'],natural_questions,long_form,no_thinking,0,0.2105263157894736,0.9380498,0.05
nq_101,when was the last time anyone was on the moon,The last time anyone was on the moon was during the Apollo 17 mission in December 1972. Astronauts Eugene Cernan and Harrison Schmitt were the last humans to walk on the lunar surface.,"['14 December 1972 UTC', 'December 1972']",natural_questions,long_form,no_thinking,0,0.1333333333333333,0.930906,0.05
nq_102,another name for the torso is the blank region of the body,Another name for the torso is the **thoracic** region of the body.,['trunk'],natural_questions,long_form,no_thinking,0,0.0,0.93280023,0.05
nq_103,when did the soviet union first gain control of parts of poland and the baltic republics,"The Soviet Union first gained control of parts of Poland and the Baltic republics during the **November 1939 invasion of Poland**, which followed the Molotov-Ribbentrop Pact between Nazi Germany and the Soviet Union. This event marked the beginning of the Soviet occupation of eastern Poland and the Baltic states.",['14 June 1940'],natural_questions,long_form,no_thinking,0,0.0,0.923328,0.05
nq_104,who was in charge of the revolutionary war,"The Revolutionary War was led by American colonial leaders, with George Washington serving as the Commander-in-Chief of the Continental Army. The war was fought between 1775 and 1783 against British forces. While Washington was the military leader, the overall direction and strategy were influenced by figures such as Thomas Jefferson, John Adams, and others in the Continental Congress. The war was ultimately won by the American colonies, leading to their independence from Britain.","['General George Washington', 'the king']",natural_questions,long_form,no_thinking,0,0.0597014925373134,0.94030404,0.05
nq_105,dogs name in the grinch who stole christmas,The Grinch's dog is named O.D. (Oscar Densmore).,['Max'],natural_questions,long_form,no_thinking,0,0.0,0.9286286,0.05
nq_106,where is iodine found in the periodic table,"Iodine is found in Group 17 (the halogens) of the periodic table, in the 53rd period.",['heaviest of the stable halogens'],natural_questions,long_form,no_thinking,0,0.2352941176470588,0.940009,0.05
nq_107,which organelle is the site of atp production and storage,The organelle that is the site of ATP production and storage is the **mitochondrion**.,['mitochondrion'],natural_questions,long_form,no_thinking,0,0.1666666666666666,0.94807196,0.05
nq_108,where is the deepest lake in the us located,"The deepest lake in the United States is Lake Superior. However, if considering only the Great Lakes, it is Lake Superior, which has a maximum depth of about 1,334 feet (407 meters). If the question refers to the deepest lake in the entire U.S., including other lakes, then it is Lake Baikal, but since Lake Baikal is in Russia, the deepest lake in the U.S. is still Lake Superior.",['Oregon'],natural_questions,long_form,no_thinking,0,0.0,0.9261073,0.05
nq_109,when does i'm a celebrity get me out of here start in the uk,"""I'm a Celebrity... Get Me Out of Here!"" (often shortened to ""I'm a Celebrity"") first aired in the UK on Channel 4 on **15 August 2013**. The show is a reality competition series where celebrities compete in various challenges and survive in a jungle environment.",['2018'],natural_questions,long_form,no_thinking,0,0.0,0.928908,0.05
nq_110,when will miraculous season 2 episode 11 be released,"""Miraculous: Tales of the Believers"" (commonly referred to as ""Miraculous"" or ""Miraculous: Secrets of the Bells"") is a TV series that aired on Disney XD. However, as of now, there is no official announcement or release date for Season 2, let alone Episode 11. The series concluded its run with Season 1, and no further episodes or seasons have been officially confirmed.

If you are referring to a different show titled ""Miraculous Season 2 Episode 11,"" please provide more context or check the correct title and details.","['30\xa0March\xa02018', '27\xa0October\xa02017']",natural_questions,long_form,no_thinking,0,0.0,0.92874575,0.05
nq_111,where does the name de la rosa come from,"The name ""de la Rosa"" comes from Spanish, where ""de"" means ""of"" and ""la Rosa"" means ""the rose."" Therefore, ""de la Rosa"" translates to ""of the rose,"" often used as a surname or nickname. It may originate from a historical or familial connection to a rose, a rose garden, or a person named Rosa.",['Spanish'],natural_questions,long_form,no_thinking,0,0.0425531914893616,0.9289362,0.05
nq_112,who sings stop listen what's that sound,"""Stop, listen, what's that sound?"" is a song by The Police. It appears on their 1983 album *Reggatta de Nino*. The song is known for its distinctive guitar riff and is one of the band's most popular tracks.",['Buffalo Springfield'],natural_questions,long_form,no_thinking,0,0.0,0.93361115,0.05
nq_113,when was the last time clemson won the national championship,The last time Clemson won the national championship was in 2017.,['2016'],natural_questions,long_form,no_thinking,0,0.0,0.92919546,0.05
nq_114,what disney cartoon character's middle name is fauntleroy,"The Disney cartoon character whose middle name is Fauntleroy is Peter Pan. However, it's important to note that Peter Pan's full name is Peter Pan, and the middle name ""Fauntleroy"" is actually from the story ""The Secret Garden,"" where the character is named Mary Lett, and the middle name is Fauntleroy. But in the context of Disney characters, the correct answer referring to a Disney cartoon character with the middle name Fauntleroy is Peter Pan. However, this might be a bit of a trick question, as Peter Pan does not have a middle name of Fauntleroy. The correct answer is actually the character from ""The Secret Garden,"" but since the question refers to a Disney cartoon character, the answer is Peter Pan.","['Donald Duck', 'Donald Fauntleroy Duck']",natural_questions,long_form,no_thinking,0,0.0188679245283018,0.9334731,0.05
nq_115,china in chinese is called zhongguo which means,"""China"" in Chinese is called ""Zhongguo,"" which means ""Middle Country."" This name reflects the historical and cultural perception of China as a central or middle kingdom in the world.",['Central States'],natural_questions,long_form,no_thinking,0,0.0714285714285714,0.9325424,0.05
nq_116,who is playing halftime show super bowl 2018,The halftime show for Super Bowl 2018 was performed by Justin Timberlake.,['Justin Timberlake'],natural_questions,long_form,no_thinking,1,0.3076923076923077,0.94577956,0.05
nq_117,who played buffy the vampire slayer in the movie,"Buffy the Vampire Slayer was played by Sarah Michelle Gellar in the movie ""Buffy the Vampire Slayer.""",['Kristy Swanson'],natural_questions,long_form,no_thinking,0,0.0,0.9256826,0.05
nq_118,who is the actress that plays penny on the big bang theory,The actress who plays Penny on *The Big Bang Theory* is Mayim Bialik.,['Kaley Christine Cuoco'],natural_questions,long_form,no_thinking,0,0.0,0.9383822,0.05
nq_119,who gets the golden boot if its a tie,"If there is a tie for the Golden Boot, the award is typically shared between the players involved, or the tie is broken by a tie-breaker rule, which may include head-to-head records, goal difference, or other criteria depending on the governing body's rules.",['shared'],natural_questions,long_form,no_thinking,0,0.054054054054054,0.9293074,0.05
nq_120,when was the us department of homeland security created,"The U.S. Department of Homeland Security (DHS) was created on March 1, 2003.","['November 25, 2002', 'November\xa025, 2002']",natural_questions,long_form,no_thinking,0,0.0,0.9291919,0.05
nq_121,when did tim hortons open in the usa,Tim Hortons opened in the United States in 1997. The first location was in New York City.,['1981'],natural_questions,long_form,no_thinking,0,0.0,0.92232203,0.05
nq_122,when did canada sign the un declaration of indigenous rights,"Canada did not sign the UN Declaration on the Rights of Indigenous Peoples (UNDRIP) in 2007. However, in 2016, Canada ratified the Declaration, which is a UN instrument that promotes the rights of indigenous peoples. The ratification process involves a country's formal acceptance of the declaration. Canada's ratification of UNDRIP occurred on April 26, 2016.","['May 2016', '12 November 2010']",natural_questions,long_form,no_thinking,0,0.0408163265306122,0.93053544,0.05
nq_123,who had won the first grammy award for the best new artist,"The first Grammy Award for Best New Artist was won by **Earth, Wind & Fire** in 1970.","['Chance the Rapper', 'Bobby Darin']",natural_questions,long_form,no_thinking,0,0.0,0.9302037,0.05
nq_124,most polluted city in the world according to world health organization,"As of the most recent data from the World Health Organization (WHO), the most polluted city in the world is **Delhi, India**. However, it's important to note that the ranking can change based on the year and the specific pollutants being measured. For example, in 2023, Delhi was still among the most polluted cities, but other cities like **Lahore, Pakistan** and **Mumbai, India** have also been in the top rankings for pollution. The WHO's Global Air Quality Database provides annual updates on air quality and pollution levels worldwide.",['Zabol'],natural_questions,long_form,no_thinking,0,0.0,0.9221257,0.05
nq_125,for complaints of sudden chest pain patients should take a,"For patients with complaints of sudden chest pain, they should take **aspirin** (if they are not allergic) and **call emergency services immediately** (e.g., 911 in the U.S. or the local emergency number).",['Aspirin'],natural_questions,long_form,no_thinking,0,0.064516129032258,0.9395999,0.05
nq_126,where does saying bob's your uncle come from,"The phrase ""Bob's your uncle"" originates from the 19th-century British slang, where ""uncle"" was used as a term of endearment or familiarity. Over time, it evolved into a colloquial expression meaning ""you can do it"" or ""it's your turn,"" often used to signal the end of a game or to indicate that someone else is responsible for a task. The exact origin is unclear, but it is believed to have come from the game of ""Bob,"" a traditional children's game, and the phrase was later adopted into everyday language.",['unknown origin'],natural_questions,long_form,no_thinking,0,0.025,0.93141556,0.05
nq_127,when was the last year the eagles went to the superbowl,"The last year the Philadelphia Eagles went to the Super Bowl was 2020. They played in Super Bowl LIV, which was held in January 2020.","['following the 2017 season', '2017']",natural_questions,long_form,no_thinking,0,0.0,0.93162304,0.05
nq_128,when did the movie napoleon dynamite come out,*Napoleon Dynamite* came out in 2004.,"['June\xa011,\xa02004', '2004']",natural_questions,long_form,no_thinking,0,0.2857142857142857,0.9381209,0.05
nq_129,when did the song holiday road come out,"""The Holiday Road"" is a song by the American rock band The Offspring, and it was released in 1995 as the second single from their album *Americana*.","['1983', 'June 24, 1983']",natural_questions,long_form,no_thinking,0,0.0,0.92381734,0.05
nq_130,who sings blame it on the bossa nova,"""Blame It on the Bossa Nova"" is a song performed by **Bobby Darin**. It was released in 1960 and became one of his most popular recordings.",['Eydie Gormé'],natural_questions,long_form,no_thinking,0,0.0,0.92538524,0.05
nq_131,when does the black panther movie soundtrack come out,"The soundtrack for *Black Panther* (2018) was released on February 15, 2018. The album was composed by Ludwig Göransson and features a mix of Afrofuturist and global music styles.","['February 9, 2018', 'February 16, 2018']",natural_questions,long_form,no_thinking,0,0.1379310344827586,0.9374079,0.05
nq_132,what culture region is germany a part of,Germany is part of the Western European culture region.,['Central Germany'],natural_questions,long_form,no_thinking,0,0.2,0.94236785,0.05
nq_133,the most common form of megalithic architecture in europe is,The most common form of megalithic architecture in Europe is the long barrow.,"['the portal tomb', 'portal tomb']",natural_questions,long_form,no_thinking,0,0.0,0.9321565,0.05
nq_134,when did the tradition of self government began in america,"The tradition of self-government in America began with the colonial period, rooted in the English concept of representative government and the experiences of the American colonists in the 17th and 18th centuries. Key examples include the self-governance of the colonies through local assemblies, town meetings, and the influence of the English Bill of Rights (1689), which inspired colonial self-rule. The idea was further developed during the American Revolution, leading to the establishment of the United States as a republic with a constitutional framework for self-government.",['1783'],natural_questions,long_form,no_thinking,0,0.0,0.92730635,0.05
nq_135,where was the louisiana purchase signed in 1803,"The Louisiana Purchase was signed in Washington, D.C. on April 30, 1803.",['Paris'],natural_questions,long_form,no_thinking,0,0.0,0.9262098,0.05
nq_136,how many countries are a part of opec,OPEC (Organization of the Petroleum Exporting Countries) currently consists of 14 member countries.,['14'],natural_questions,long_form,no_thinking,0,0.1538461538461538,0.9360033,0.05
nq_137,when did the prr first begin its passenger service between pittsburgh and philadelphia,The Pennsylvania Railroad (PRR) began its passenger service between Pittsburgh and Philadelphia in 1854.,"['by 1854', '1854']",natural_questions,long_form,no_thinking,0,0.1428571428571428,0.93478316,0.05
nq_138,who shot first in the shot heard around the world,"In the ""Shot Heard Round the World,"" the first shot was fired by **Colonel Francis Scott Henry** of the 15th Massachusetts Infantry, who was the first to fire during the Battle of Bunker Hill on June 17, 1775. This event is often cited as the first military engagement of the American Revolutionary War.",['Americans acting under orders'],natural_questions,long_form,no_thinking,0,0.0,0.92930615,0.05
nq_139,who won nfl football coach of the year,"As of the 2023 season, the NFL Coach of the Year award was won by **Bryant Hearn** of the New England Patriots. However, if you are asking about the most recent award (2024), the winner is **Bryant Hearn** of the New England Patriots again, as he was named the 2024 NFL Coach of the Year. Please specify the year for the most accurate answer.",['Sean McVay'],natural_questions,long_form,no_thinking,0,0.0,0.9343493,0.05
nq_140,who is the founder of el pollo loco,"The founder of El Pollo Loco is David H. Hirsch. He started the chain in 1983 in San Jose, California.",['Juan Francisco Ochoa'],natural_questions,long_form,no_thinking,0,0.0,0.92591393,0.05
nq_141,lilo and stitch the series season 1 episode 1,"""Lilo & Stitch: The Series"" Season 1, Episode 1 is titled ""The Beginning."" It introduces the main characters, Lilo and Stitch, and their lives on the island of Hawaii. The episode follows Lilo's daily life and introduces Stitch's mysterious background, setting up the adventures that will come in the series.",['Richter'],natural_questions,long_form,no_thinking,0,0.0,0.92241216,0.05
nq_142,where is the majority of phosphorous stored in the environment,"The majority of phosphorus in the environment is stored in rocks and sediments, particularly in sedimentary rocks such as phosphate rocks. These rocks are a major reservoir of phosphorus, which is slowly released through geological processes over long timescales.","['minerals', 'rocks', 'in rocks and minerals']",natural_questions,long_form,no_thinking,0,0.15,0.9359663,0.05
nq_143,what is the minimum number of parties required to enter into a deed,The minimum number of parties required to enter into a deed is two.,['two parties'],natural_questions,long_form,no_thinking,1,0.3076923076923077,0.9422981,0.05
nq_144,what is the name of india 29 state,The 29th state of India is **Arunachal Pradesh**.,['Rajasthan'],natural_questions,long_form,no_thinking,0,0.0,0.9416893,0.05
nq_145,where did they film the game of thrones,"*Game of Thrones* was primarily filmed on location in various European countries, with the main filming locations including:

- **Spain**: The series was heavily filmed in Spain, particularly in the region of **Catalonia**, where the cast and crew filmed many of the key scenes, including the Battle of the Bastards and the final season.
- **Northern Ireland**: Many of the medieval castle scenes were filmed in Northern Ireland, including the iconic scene at **Castellammare**, which was used for the White Walkers and the Long Night.
- **Canada**: Some scenes, especially those set in the North, were filmed in **British Columbia**, Canada, at locations like **Casa Loma** and **Casa Granda**.

The production used a combination of practical sets, location filming, and digital effects to create the series' distinctive look.","['Croatia', 'Iceland', 'Canada', 'Spain', 'Morocco', 'Malta', 'Scotland', 'United States', 'Northern Ireland']",natural_questions,long_form,no_thinking,0,0.036036036036036,0.9242333,0.05
nq_146,how many customers does edf have in the uk,"As of the most recent data available (2023), EDF Energy serves approximately 7.5 million customers in the UK. However, the exact number may vary slightly depending on the source and the specific time of the year. For the most up-to-date figure, it is recommended to check EDF Energy's official website or recent annual reports.","['5.7 million customer accounts', '5.7 million']",natural_questions,long_form,no_thinking,0,0.0408163265306122,0.93399996,0.05
nq_147,the first element on the periodic table is,Hydrogen.,"['Hydro\xadgen', 'hydrogen']",natural_questions,long_form,no_thinking,1,1.0,0.96995753,0.05
nq_148,when was the first book made into a movie,"The first book to be made into a movie was ""The Great Train Robbery,"" which was adapted from a 1903 novel by Edwin Booth. However, it's important to note that ""The Great Train Robbery"" was actually a play, and the first film adaptation of a book was ""The Kid"" (1921), based on a 1912 novel by Robert Aldrich. But if considering the first film adaptation of a book, it is often cited as ""The Kid"" (1921). However, the first film to be based on a book was ""The Great Train Robbery"" (1902), which was based on a 1903 play, not a book. The first film adaptation of a book is generally considered to be ""The Kid"" (1921). 

For accuracy, the first book to be made into a movie is often cited as ""The Kid"" (1921), based on a 1912 novel. However, the first film to be based on a book is ""The Kid"" (1921). 

Answer: The first book made into a movie was ""The Kid"" (1921), based on",['1924'],natural_questions,long_form,no_thinking,0,0.0,0.92358136,0.05
nq_149,who is the real killer in basic instinct 2,"The real killer in *Basic Instinct 2* is **Lara Croft**, who is revealed to be the one who kills **Paul**. However, the film is known for its complex plot and multiple layers of deception, with **Vivien** (played by Rachel Weisz) being the actual killer, as she is the one who orchestrates the events and is the true antagonist. The film is a psychological thriller with a lot of twists, and the identity of the killer is not as straightforward as it seems.",['Catherine Tramell'],natural_questions,long_form,no_thinking,0,0.0,0.92575496,0.05
nq_150,who scored the most points in a game nba history,"As of the latest data, the most points scored in a single NBA game is 100 points, achieved by the New York Knicks against the Baltimore Bullets on March 1, 1953. The game was played in a double overtime, and the Knicks' star player, Bill Russell, scored 45 points, while the Bullets' star, Bob Pettit, scored 42 points. However, it's important to note that this game was played under the old NBA rules, which allowed for a 13-second shot clock, and the scoring system was different from today's standards. The current NBA rules have a 24-second shot clock, and the scoring system has evolved, but the 100-point game remains the highest recorded in NBA history.",['Wilt Chamberlain'],natural_questions,long_form,no_thinking,0,0.0,0.9341494,0.05
nq_151,when did the movie the post begin filming,The movie *The Post* began filming in April 2017.,"['May 2017', 'May 30, 2017']",natural_questions,long_form,no_thinking,0,0.2222222222222222,0.9440227,0.05
nq_152,batman the enemy with episode 5 release date,"The episode ""The Enemy"" from *Batman: The Animated Series* (Season 4, Episode 5) was released on **April 25, 1997**.","['March\xa027,\xa02018']",natural_questions,long_form,no_thinking,0,0.0,0.9379798,0.05
nq_153,how many jimmy johns are there in the us,"As of the most recent data available (2023), there are approximately 600 Jimmy John's locations in the United States. The chain has been expanding steadily, with new locations opening in various states across the country. For the most up-to-date number, it's best to check Jimmy John's official website or contact their corporate office.","['more than 2,500', 'almost 3,000 stores', '2,630', '2,630 (December 2016)', 'more than 2,500 locations']",natural_questions,long_form,no_thinking,0,0.0384615384615384,0.92507964,0.05
nq_154,which city is called the manchester of north india,"The city called the ""Manchester of North India"" is **Agra**.",['Ahmedabad'],natural_questions,long_form,no_thinking,0,0.0,0.9388221,0.05
nq_155,nobel laureate who began career as accountant in calcutta,The Nobel laureate who began their career as an accountant in Calcutta (now Kolkata) is **Amartya Sen**. He was born in Calcutta and started his career in accounting before transitioning into economics and eventually winning the Nobel Prize in Economics in 1998.,['Amartya Sen'],natural_questions,long_form,no_thinking,0,0.097560975609756,0.9388161,0.05
nq_156,who owns the golden nugget casino in atlantic city,"The Golden Nugget Casino in Atlantic City is owned by the Golden Nugget Entertainment, a subsidiary of Las Vegas Sands Corporation.","[""Landry's, Inc.""]",natural_questions,long_form,no_thinking,0,0.0,0.93013734,0.05
nq_157,blood alcohol concentration means the parts of alcohol in the blood in relation to what,Blood alcohol concentration (BAC) means the parts of alcohol in the blood in relation to the total volume of the blood.,"['volume of blood', 'ethanol']",natural_questions,long_form,no_thinking,1,0.3,0.9425638,0.05
nq_158,who is the minister of youth in namibia,"As of the latest available information up to October 2023, the Minister of Youth in Namibia is **Dr. Nkandu Mokango**. He has held this position since 2021. For the most current details, it is advisable to check official government sources.",['Erastus Utoni'],natural_questions,long_form,no_thinking,0,0.0,0.9281286,0.05
nq_159,where was gunsmoke to the last man filmed,"""Gunsmoke to the Last Man"" was filmed on location in Oklahoma City, Oklahoma. The series ""Gunsmoke"" was set in Oklahoma City, and many of its episodes were filmed on location there, including the episode ""To the Last Man.""","['Tucson, Arizona']",natural_questions,long_form,no_thinking,0,0.0,0.9285694,0.05
nq_160,when will the 2018 oscar nominations be announced,"The 2018 Oscar nominations were announced on **Monday, January 22, 2018**.","['January 23, 2018']",natural_questions,long_form,no_thinking,1,0.3076923076923076,0.94174796,0.05
nq_161,when will the flash season 4 be released,"""Flash"" Season 4 was released on **October 10, 2019**, on The CW network.","['October 10, 2017']",natural_questions,long_form,no_thinking,0,0.2666666666666666,0.9322977,0.05
nq_162,what does the air gap do on a dishwasher,"The air gap on a dishwasher helps to prevent backflow of water into the dishwasher by allowing air to enter the system, ensuring proper drainage and preventing contamination from the sink or other sources.",['backflow prevention'],natural_questions,long_form,no_thinking,0,0.064516129032258,0.94219345,0.05
nq_163,who played the elephant man in the film,The elephant man in the film *The Elephant Man* (1980) was played by John Hurt.,['John Hurt'],natural_questions,long_form,no_thinking,0,0.2857142857142857,0.94489616,0.05
nq_164,where does the un security council get troops for military actions,"The United Nations Security Council does not directly deploy troops for military actions. Instead, it can authorize the use of force or authorize member states to take military action, often under Chapter VII of the UN Charter. When authorized, member states may contribute troops through multinational coalitions, such as the International Criminal Court or peacekeeping missions. The actual deployment of troops is typically managed by the member states involved, often under the auspices of a UN mission or coalition.","['member states of the UN', 'member states']",natural_questions,long_form,no_thinking,0,0.1066666666666666,0.9352509,0.05
nq_165,coldplay song i will try to fix you,"The song ""I Will Try to Fix You"" is not a real Coldplay song. However, Coldplay has a song titled ""Fix You,"" which is a cover of the song by the band The Fray. The original ""Fix You"" was written by The Fray and later covered by Coldplay.","['""Fix You""']",natural_questions,long_form,no_thinking,0,0.097560975609756,0.93484664,0.05
nq_166,what class of ship is the carnival glory,"The Carnival Glory is a cruise ship, specifically a **Carnival Destiny-class** ship.","['Conquest', 'Conquest-class cruise ship']",natural_questions,long_form,no_thinking,1,0.3333333333333333,0.93407977,0.05
nq_167,who presides over the highest criminal court in a district,The presiding officer of the highest criminal court in a district is the Chief Justice of the High Court.,['District Judge'],natural_questions,long_form,no_thinking,0,0.125,0.9420113,0.05
nq_168,when was the last time arsenal win premier league,"The last time Arsenal won the Premier League was in the 2017–2018 season. They secured the title on May 12, 2018, with a 2–0 victory over Leicester City.",['2003–04'],natural_questions,long_form,no_thinking,0,0.0,0.9236704,0.05
nq_169,where is cinque terre italy on a map,"Cinqué Terre is a coastal region in Liguria, Italy, located along the Italian Riviera, approximately 30 kilometers (19 miles) south of Genoa. It is known for its five villages situated along the sea, connected by paths and trails. On a map, it is found in the northwestern part of Italy, near the French border.","['Liguria, Italy']",natural_questions,long_form,no_thinking,0,0.0799999999999999,0.9409099,0.05
nq_170,where was the capital of the habsburg empire located,"The capital of the Habsburg Empire was Vienna, Austria.","['Prague', 'Vienna']",natural_questions,long_form,no_thinking,0,0.25,0.9374086,0.05
nq_171,what is the area code for phoenix arizona,"The area code for Phoenix, Arizona is 602.","['602', '623', '480']",natural_questions,long_form,no_thinking,0,0.25,0.9459056,0.05
nq_172,how old is the actress who plays phyllis on y&r,"The actress who plays Phyllis on *Y&R* (Yale & Rye) is Shelley Hennig. As of 2023, Shelley Hennig is 66 years old.","['Gina Tognoni', 'age\xa044']",natural_questions,long_form,no_thinking,0,0.0,0.9293085,0.05
nq_173,who does the vocals for feel it still,"The vocals for ""Feel It Still"" by U2 are performed by the band members, including Bono. However, the song features a guest vocal appearance by American singer-songwriter **Lana Del Rey**.",['Portugal. The Man'],natural_questions,long_form,no_thinking,0,0.0,0.9252336,0.05
nq_174,where are trigger points located in the body,"Trigger points are located in various muscles throughout the body, commonly in the neck, shoulders, back, and hips. They are specific, hyperirritable spots in the musculature that are associated with palpable knots or tight bands of muscle fibers.",['muscles'],natural_questions,long_form,no_thinking,0,0.0555555555555555,0.93618715,0.05
nq_175,who does demetrius love in a midsummer night dream,"In *A Midsummer Night's Dream*, Demetrius loves Helena at the beginning of the play, but after being enchanted by Puck, he falls in love with Hermia. However, by the end of the play, Demetrius is in love with Helena again.","['Helena', 'Hermia']",natural_questions,long_form,no_thinking,0,0.0555555555555555,0.9350076,0.05
nq_176,when does the world cup of hockey start,"The FIFA World Cup of Hockey is an annual international ice hockey tournament organized by the International Ice Hockey Federation (IIHF). The start date of the tournament varies each year, but as of the most recent information available, the 2023 edition of the World Cup of Hockey was held from **June 10 to June 17, 2023**, in Canada. However, the exact dates can change based on the host country and scheduling. For the most up-to-date information, it is recommended to check the official IIHF website.",['2020'],natural_questions,long_form,no_thinking,0,0.0,0.9269306,0.05
nq_177,when was the last time america hosted the summer olympics,The last time America hosted the Summer Olympics was in 1984 in Los Angeles.,"['Salt Lake City', '1996']",natural_questions,long_form,no_thinking,0,0.0,0.931982,0.05
nq_178,when do you pray the chaplet of divine mercy,"The Chaplet of Divine Mercy is prayed on the first Friday of the month, specifically on the first Friday of May, which is also known as Divine Mercy Sunday. It is also prayed on the first Friday of each month, as a devotion to the Divine Mercy of God.",['Good Friday'],natural_questions,long_form,no_thinking,0,0.0454545454545454,0.937117,0.05
nq_179,where does the optic nerve cross the midline ​,The optic nerve crosses the midline at the optic chiasm.,['optic chiasm'],natural_questions,long_form,no_thinking,1,0.4444444444444445,0.95461226,0.05
nq_180,islamic term for the community of the faithful,The Islamic term for the community of the faithful is **Ummah**.,"['ummat al-Islamiyah', 'Ummah']",natural_questions,long_form,no_thinking,0,0.2222222222222222,0.9425124,0.05
nq_181,when did response to state of the union start,"The response to the State of the Union speech began with the release of the President's speech on January 13, 2020, by President Donald Trump. The public response and media coverage started immediately following the speech. However, the formal start of the response period is typically considered to be the day after the speech is delivered, as the President and officials begin to address the content and implications of the speech.","['in 1966', '1966']",natural_questions,long_form,no_thinking,0,0.0,0.92420787,0.05
nq_182,where are the winter olympic games being held this year,"The 2022 Winter Olympic Games were held in Beijing, China. The 2026 Winter Olympic Games will be held in Milan-Cortina, Italy. As of now (2024), there are no Winter Olympic Games scheduled for this year.","['Pyeongchang County, South Korea']",natural_questions,long_form,no_thinking,0,0.0,0.93148947,0.05
nq_183,who does the voice of the beast in the new movie,"The voice of the Beast in the new movie *Beauty and the Beast* (2017) is provided by Josh Gad. However, if the question refers to a different movie or a newer release, please specify, as the role may have been recast. For the 2017 film, Josh Gad is the actor who voiced the Beast.",['Dan Stevens'],natural_questions,long_form,no_thinking,0,0.0,0.9254933,0.05
nq_184,when did the smoking ban in public places start,"The smoking ban in public places in the United States was first implemented in New York City on October 1, 2003. However, the nationwide smoking ban in public places was enacted on October 1, 2004, under the Clean Air Act.","['August 2, 1990', '1995']",natural_questions,long_form,no_thinking,0,0.0,0.9267093,0.05
nq_185,who is given credit for inventing the aqua lung,The aqua lung was invented by Jacques Cousteau and Emile Gagnan.,"['Jacques Cousteau', 'engineer Émile Gagnan', 'Émile Gagnan']",natural_questions,long_form,no_thinking,1,0.3333333333333333,0.948187,0.05
nq_186,when was the last time iran had an earthquake,"As of the most recent data available up to October 2023, the last major earthquake in Iran occurred on September 16, 2023, in the village of Kuh-e Gohar, in the Hormozgan Province. This earthquake had a magnitude of 7.3 on the Richter scale and caused significant damage and loss of life. However, if you are looking for the most recent earthquake, it may be necessary to check the latest seismic activity reports for the most up-to-date information.",['2017-12-20'],natural_questions,long_form,no_thinking,0,0.0,0.92703795,0.05
nq_187,when did season 4 of glee come out,"Season 4 of *Glee* premiered on February 11, 2011, and concluded on May 13, 2011.","['September 13, 2012']",natural_questions,long_form,no_thinking,0,0.1111111111111111,0.9287357,0.05
nq_188,who is the ceo of crate and barrel,The CEO of Crate & Barrel is David J. Tewksbury.,['Neela Montgomery'],natural_questions,long_form,no_thinking,0,0.0,0.93046796,0.05
nq_189,what theater number was the aurora shooting in,"The Aurora shooting occurred at the Ritz Cinema in Aurora, Colorado. The theater was known as **The Ritz**, and the event took place on August 12, 2012. The shooting happened in a theater that was showing the movie *The Dark Knight Rises*. The specific theater number was not officially designated, but it was referred to as **The Ritz Cinema**. However, the shooting took place in **Theater 12**, which was the main screening room.","['9', 'Theater 9']",natural_questions,long_form,no_thinking,0,0.032258064516129,0.92404556,0.05
