id,question,prediction,ground_truth,dataset,task_type,thinking_mode,is_correct,correctness_score,similarity,poincare_scale,hhem_score,hhem_is_consistent,hhem_best_reference,hhem_threshold
sciq_148,What is the side to side movement of the mandible called?,Lateral movement.,excursion,sciq,short_form,no_thinking,0,0.0,0.9104004,0.05,0.5020980834960938,1,excursion,0.5
sciq_149,What is the term for materials that have both a defined shape and a defined volume?,Solids.,solids,sciq,short_form,no_thinking,1,1.0,0.9622305,0.05,0.5020980834960938,1,solids,0.5
sciq_150,Reactants may also be present in such low concentrations that it is unlikely they will meet and do what?,Reactants may also be present in such low concentrations that it is unlikely they will meet and **react**.,collide,sciq,short_form,no_thinking,0,0.0,0.9051297,0.05,0.5020980834960938,1,collide,0.5
sciq_151,What do we call the visible part of the electromagnetic spectrum?,Visible spectrum,light,sciq,short_form,no_thinking,0,0.0,0.9227634,0.05,0.5020980834960938,1,light,0.5
sciq_152,"Practitioners of what thought all matter was composed of different proportions of four basic elements, and that if you changed the proportions of these elements, you could change the substance itself?",Aristotle,alchemy,sciq,short_form,no_thinking,0,0.0,0.9063798,0.05,0.5020980834960938,1,alchemy,0.5
sciq_153,What blood-carrying structures contain one-way valves that contribute to the return of blood to the heart?,Veins,veins,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,veins,0.5
sciq_154,Animals breath in air in order to obtain what element?,Oxygen.,oxygen,sciq,short_form,no_thinking,1,1.0,0.95774657,0.05,0.5020980834960938,1,oxygen,0.5
sciq_155,A ramp is a type of simple machine called what?,Inclined plane.,inclined plane,sciq,short_form,no_thinking,1,1.0,0.96967345,0.05,0.5020980834960938,1,inclined plane,0.5
sciq_156,What part of the male reproductive system is involved with the most common disorders?,Genitals,the testes,sciq,short_form,no_thinking,0,0.0,0.92626697,0.05,0.5020980834960938,1,the testes,0.5
sciq_157,What is the term for the force that a magnet exerts on certain materials?,Magnetic force,magnetic force,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,magnetic force,0.5
sciq_158,Where does most of the earth's energy come from?,Solar energy.,sun,sciq,short_form,no_thinking,0,0.0,0.9311706,0.05,0.5020980834960938,1,sun,0.5
sciq_159,"During a human pregnancy, which trimester exhibits the greatest growth of the fetus and culminates in labor and delivery?",Third trimester.,third trimester,sciq,short_form,no_thinking,1,1.0,0.9654946,0.05,0.5020980834960938,1,third trimester,0.5
sciq_160,Plants go through seasonal changes after detecting differences in what?,Light.,day length,sciq,short_form,no_thinking,0,0.0,0.90947205,0.05,0.5020980834960938,1,day length,0.5
sciq_161,The bony socket that houses the eyeball and associated muscles is called?,Orbit.,orbit,sciq,short_form,no_thinking,1,1.0,0.95719564,0.05,0.5020980834960938,1,orbit,0.5
sciq_162,What is an adaptation?,A trait that helps an organism survive.,favorable trait,sciq,short_form,no_thinking,0,0.0,0.9306567,0.05,0.5020980834960938,1,favorable trait,0.5
sciq_163,How many calories of energy does one gram of protein provide?,4 calories,4,sciq,short_form,no_thinking,1,1.0,0.933221,0.05,0.5020980834960938,1,4,0.5
sciq_164,What allows some things to enter the cell while keeping other things out?,Cell membrane,cell membrane,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,cell membrane,0.5
sciq_165,Evaporation of moisture is greatest where it is?,Highest temperature.,hot and sunny,sciq,short_form,no_thinking,0,0.0,0.9281277,0.05,0.5020980834960938,1,hot and sunny,0.5
sciq_166,"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",Predators.,predators,sciq,short_form,no_thinking,1,1.0,0.96252453,0.05,0.5020980834960938,1,predators,0.5
sciq_167,"Without particles, water vapor could not do what?",Condense.,condense,sciq,short_form,no_thinking,1,1.0,0.96676093,0.05,0.5020980834960938,1,condense,0.5
sciq_168,What is the transition from solid to vapor is called?,Sublimation.,sublimation,sciq,short_form,no_thinking,1,1.0,0.96672654,0.05,0.5020980834960938,1,sublimation,0.5
sciq_169,"In phyisics, what is considered to be the rotational version of force?",Torque.,torque,sciq,short_form,no_thinking,1,1.0,0.96220374,0.05,0.5020980834960938,1,torque,0.5
sciq_170,Malonate plays what negative role on the enzyme succinate dehydrogenase?,Competitive inhibitor,inhibitor,sciq,short_form,no_thinking,1,1.0,0.94545084,0.05,0.5020980834960938,1,inhibitor,0.5
sciq_171,The medium moves back and forth in the same direction as the wave in what type of wave?,Transverse wave.,longitudinal wave,sciq,short_form,no_thinking,0,0.0,0.936024,0.05,0.5020980834960938,1,longitudinal wave,0.5
sciq_172,"Control of the body can be somatic or autonomic, offering one way to divide what organ system by function?",Nervous system.,nervous system,sciq,short_form,no_thinking,1,1.0,0.9569044,0.05,0.5020980834960938,1,nervous system,0.5
sciq_173,What is the star nearest the earth named?,Proxima Centauri,proxima centauri,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,proxima centauri,0.5
sciq_174,"On a global scale, plants and other photosynthetic organisms have generated all of what element in the air?",Oxygen.,oxygen,sciq,short_form,no_thinking,1,1.0,0.95774657,0.05,0.5020980834960938,1,oxygen,0.5
sciq_175,What branch of science is concerned with matter and the changes that it can undergo?,Chemistry,chemistry,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,chemistry,0.5
sciq_176,What is the blood in the body pumped with?,Oxygen.,heart,sciq,short_form,no_thinking,0,0.0,0.91417545,0.05,0.5020980834960938,1,heart,0.5
sciq_177,"Bones, cartilage, and what other thing make up the skeletal system?",Connective tissue.,ligaments,sciq,short_form,no_thinking,0,0.0,0.923892,0.05,0.5020980834960938,1,ligaments,0.5
sciq_178,What happens to light when it passed from air to water?,Refraction.,it bends,sciq,short_form,no_thinking,0,0.0,0.9171143,0.05,0.5020980834960938,1,it bends,0.5
sciq_179,What is written as systolic over diastolic?,Blood pressure.,blood pressure,sciq,short_form,no_thinking,1,1.0,0.9502403,0.05,0.5020980834960938,1,blood pressure,0.5
sciq_180,Type 1 diabetes and gigantism are examples of what type of disorder?,Genetic disorders.,endocrine diseases,sciq,short_form,no_thinking,0,0.0,0.92203146,0.05,0.5020980834960938,1,endocrine diseases,0.5
sciq_181,What kind of rock layer makes up the bottom of an aquifer?,Unconformable layer,impermeable,sciq,short_form,no_thinking,0,0.0,0.91940993,0.05,0.5020980834960938,1,impermeable,0.5
sciq_182,Where do mushrooms get their energy?,Decomposition.,decomposing dead organisms,sciq,short_form,no_thinking,0,0.0,0.9422348,0.05,0.5020980834960938,1,decomposing dead organisms,0.5
sciq_183,What rock group offers the richest source of fossils?,The National Museum of Natural History.,sedimentary,sciq,short_form,no_thinking,0,0.0,0.9074432,0.05,0.5020980834960938,1,sedimentary,0.5
sciq_184,"What occurs not only as organisms grow, but as they reproduce.",Cell division,cell division,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,cell division,0.5
sciq_185,The muscular layer is much thicker in which ventricle of the heart?,Left ventricle,left,sciq,short_form,no_thinking,1,1.0,0.92250496,0.05,0.5020980834960938,1,left,0.5
sciq_186,Electricity consists of a constant stream of what tiny particles?,Electrons,electrons,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,electrons,0.5
sciq_187,What separates one river system's basin from another river system's basin?,Divide line.,a divide,sciq,short_form,no_thinking,1,1.0,0.9365901,0.05,0.5020980834960938,1,a divide,0.5
sciq_188,"Illustrating how form follows function, long, slender protein strands that make up what tissue are essential for contracting and relaxing?",Muscle tissue.,muscle,sciq,short_form,no_thinking,1,1.0,0.9458755,0.05,0.5020980834960938,1,muscle,0.5
sciq_189,What is another word for cellular drinking?,Hydration.,pinocytosis,sciq,short_form,no_thinking,0,0.0,0.90874094,0.05,0.5020980834960938,1,pinocytosis,0.5
sciq_190,What is the term for the force that brings objects toward the earth?,Gravity,gravity,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,gravity,0.5
sciq_191,"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",Decomposition bacteria.,nitrogen,sciq,short_form,no_thinking,0,0.0,0.91211617,0.05,0.5020980834960938,1,nitrogen,0.5
sciq_192,Gabbro is a dark dense rock that can be found in what?,Magma chamber,oceanic crust,sciq,short_form,no_thinking,0,0.0,0.9102176,0.05,0.5020980834960938,1,oceanic crust,0.5
sciq_193,What does jupiter reflect a lot of due to its size?,Clouds,sunlight,sciq,short_form,no_thinking,0,0.0,0.9196814,0.05,0.5020980834960938,1,sunlight,0.5
sciq_194,What are the most successful phylum of plants?,Angiosperms.,angiosperms,sciq,short_form,no_thinking,1,1.0,0.96303874,0.05,0.5020980834960938,1,angiosperms,0.5
sciq_195,What is the middle layer of connective tissue called?,Deep fascia,perimysium,sciq,short_form,no_thinking,0,0.0,0.9065604,0.05,0.5020980834960938,1,perimysium,0.5
sciq_196,The three-dimensional spaces with specific shapes that are components of electrons shells are known as what?,Orbital.,orbitals,sciq,short_form,no_thinking,0,0.0,0.9462286,0.05,0.5020980834960938,1,orbitals,0.5
sciq_197,"What instrument is used to make very sensitive mass measurements in a laboratory, usually in grams?",Mass spectrometer,analytical balance,sciq,short_form,no_thinking,0,0.0,0.9192849,0.05,0.5020980834960938,1,analytical balance,0.5
sciq_198,Dynamite is an example of what type of potential energy?,Chemical potential energy.,chemical,sciq,short_form,no_thinking,1,1.0,0.92982024,0.05,0.5020980834960938,1,chemical,0.5
sciq_199,What does the inside of all cells also contain?,Nucleus,cytosol,sciq,short_form,no_thinking,0,0.0,0.9166252,0.05,0.5020980834960938,1,cytosol,0.5
sciq_200,Toxins and poisons are ______ enzyme inhibitos,Competitive inhibitors.,irreversible,sciq,short_form,no_thinking,0,0.0,0.9059174,0.05,0.5020980834960938,1,irreversible,0.5
sciq_201,What system provides a major route for heat flow between the interior and exterior of the body?,Circulatory system.,the circulatory system,sciq,short_form,no_thinking,1,1.0,0.9614548,0.05,0.5020980834960938,1,the circulatory system,0.5
sciq_202,"Vultures, raccoons and blowflies are examples of what?",Scavengers.,scavengers,sciq,short_form,no_thinking,1,1.0,0.96805197,0.05,0.5020980834960938,1,scavengers,0.5
sciq_203,What is the process by which organisms give rise to offspring?,Reproduction,reproduction,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,reproduction,0.5
sciq_204,The name of a simple covalent compound can be determined from its chemical this?,Formula,formula,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,formula,0.5
sciq_205,What are classified by climatic factors and types of primary producers?,Biomes,terrestrial biomes,sciq,short_form,no_thinking,0,0.0,0.9509405,0.05,0.5020980834960938,1,terrestrial biomes,0.5
sciq_206,"Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?",Blood type,blood type,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,blood type,0.5
sciq_207,What living species of bird is considered the  largest of the raptors?,Andean condor,golden eagles,sciq,short_form,no_thinking,0,0.0,0.9005528,0.05,0.5020980834960938,1,golden eagles,0.5
sciq_208,What do methanogens act as in sewage treatment plants?,Microbial fuel cells.,as decomposers,sciq,short_form,no_thinking,0,0.0,0.9088209,0.05,0.5020980834960938,1,as decomposers,0.5
sciq_209,"A rock that contains important minerals is called what, a term associated with mining?",Ore.,ore,sciq,short_form,no_thinking,1,1.0,0.9594037,0.05,0.5020980834960938,1,ore,0.5
sciq_210,"In the case of the moose, predation is an additional factor that regulates what?",Population dynamics,population,sciq,short_form,no_thinking,1,1.0,0.9294552,0.05,0.5020980834960938,1,population,0.5
sciq_211,"Traditionally, what preventative measure used weakened or inactive forms of microorganisms or viruses to stimulate the immune system?",Vaccination,vaccine,sciq,short_form,no_thinking,0,0.0,0.93622583,0.05,0.5020980834960938,1,vaccine,0.5
sciq_212,Why is closed reduction simpler than open reduction in bone repair?,Closed reduction is simpler because it avoids surgery.,no surgery needed,sciq,short_form,no_thinking,0,0.0,0.932456,0.05,0.5020980834960938,1,no surgery needed,0.5
sciq_213,Lenses that focus light are called what?,Convex lenses.,converging lenses,sciq,short_form,no_thinking,0,0.0,0.9449047,0.05,0.5020980834960938,1,converging lenses,0.5
sciq_214,Bursitis is the inflammation of a bursa near what?,Joint,joint,sciq,short_form,no_thinking,1,1.0,0.99999994,0.05,0.5020980834960938,1,joint,0.5
sciq_215,What is the most important function of enzymes in animals?,Catalyzing biochemical reactions.,help digest food,sciq,short_form,no_thinking,0,0.0,0.90676415,0.05,0.5020980834960938,1,help digest food,0.5
sciq_216,"Habitat loss caused by human actions is a prime culprit in what phenomenon, which appears to be occurring for a sixth time?",Amphibian decline,mass extinction,sciq,short_form,no_thinking,0,0.0,0.91619897,0.05,0.5020980834960938,1,mass extinction,0.5
sciq_217,A high metabolic rate and hair are ways mammals generate and conserve what?,Body heat.,heat,sciq,short_form,no_thinking,1,1.0,0.94846874,0.05,0.5020980834960938,1,heat,0.5
sciq_218,What compounds form crystals instead of molecules?,Ionic compounds.,ionic compounds,sciq,short_form,no_thinking,1,1.0,0.9677251,0.05,0.5020980834960938,1,ionic compounds,0.5
sciq_219,"Radiation, chemicals, and infectious agents are examples of what?",Environmental hazards.,mutagens,sciq,short_form,no_thinking,0,0.0,0.9211912,0.05,0.5020980834960938,1,mutagens,0.5
sciq_220,"Arthropods today have two unusual hox genes, both of which influence what?",Development of body segments.,segmentation,sciq,short_form,no_thinking,0,0.0,0.9237123,0.05,0.5020980834960938,1,segmentation,0.5
sciq_221,"Ants, termites, bees, and wasps live in what type of social structure that may include millions of individual insects?",Insect colony,colony,sciq,short_form,no_thinking,1,1.0,0.94290316,0.05,0.5020980834960938,1,colony,0.5
sciq_222,What opens two strands of dna?,Helicase.,helicase,sciq,short_form,no_thinking,1,1.0,0.9663229,0.05,0.5020980834960938,1,helicase,0.5
sciq_223,"Many species of rotifers exhibit haplodiploidy, which is a method of what?",Reproduction.,gender determination,sciq,short_form,no_thinking,0,0.0,0.9131981,0.05,0.5020980834960938,1,gender determination,0.5
sciq_224,"In humans, fertilization occurs soon after the oocyte leaves this?",Ovary,ovary,sciq,short_form,no_thinking,1,1.0,0.99999994,0.05,0.5020980834960938,1,ovary,0.5
sciq_225,How often should women perform a breast self-exam?,Every month.,monthly,sciq,short_form,no_thinking,0,0.0,0.9482951,0.05,0.5020980834960938,1,monthly,0.5
sciq_226,The nucleus from a differentiated frog cell can direct development of what?,Embryonic development.,tadpole,sciq,short_form,no_thinking,0,0.0,0.9202545,0.05,0.5020980834960938,1,tadpole,0.5
sciq_227,On what day of the cycle does ovulation usually occur?,Ovulation usually occurs around day 14 of the menstrual cycle.,14th,sciq,short_form,no_thinking,0,0.0,0.91744655,0.05,0.5020980834960938,1,14th,0.5
sciq_228,"The five human senses are taste, touch, vision, hearing and one more. what is it?",Smell.,smell,sciq,short_form,no_thinking,1,1.0,0.9591816,0.05,0.5020980834960938,1,smell,0.5
sciq_229,"Groups of three bases form codons, and each codon stands for one what?",Amino acid.,amino acid,sciq,short_form,no_thinking,1,1.0,0.95902413,0.05,0.5020980834960938,1,amino acid,0.5
sciq_230,What chemical signals in plants control different processes?,Plant hormones.,plant hormones,sciq,short_form,no_thinking,1,1.0,0.96217006,0.05,0.5020980834960938,1,plant hormones,0.5
sciq_231,"Small nonprotein, water-soluble molecules or ions called second messengers often play a role in what kind of pathways?",Signal transduction pathways.,signaling,sciq,short_form,no_thinking,0,0.0,0.9409757,0.05,0.5020980834960938,1,signaling,0.5
sciq_232,"In a solution, what is the substance present in the lesser amount called?",Solute,solute,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,solute,0.5
sciq_233,What geologic era is also known as the age of mammals?,Cenozoic Era,cenozoic era,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,cenozoic era,0.5
sciq_234,Railroad tracks and roadways can buckle on hot days if they lack sufficient what?,Expansion allowance,expansion joints,sciq,short_form,no_thinking,0,0.0,0.9221992,0.05,0.5020980834960938,1,expansion joints,0.5
sciq_235,"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",Fullerenes,fullerenes,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,fullerenes,0.5
sciq_236,What do voltmeters measure across a resistor?,Voltage.,the voltage drop,sciq,short_form,no_thinking,0,0.0,0.9400191,0.05,0.5020980834960938,1,the voltage drop,0.5
sciq_237,What is one thing that cell membranes are permeable to?,Gases,specific ions,sciq,short_form,no_thinking,0,0.0,0.9165301,0.05,0.5020980834960938,1,specific ions,0.5
sciq_238,What color is phosphate mineral turquoise?,Turquoise.,blue,sciq,short_form,no_thinking,0,0.0,0.9265235,0.05,0.5020980834960938,1,blue,0.5
sciq_239,What do most living things use to make atp from glucose?,Cellular respiration.,oxygen,sciq,short_form,no_thinking,0,0.0,0.9233235,0.05,0.5020980834960938,1,oxygen,0.5
sciq_240,The main shaft of the penis is covered by relatively thick what?,Foreskin.,skin,sciq,short_form,no_thinking,1,1.0,0.92117035,0.05,0.5020980834960938,1,skin,0.5
sciq_241,"When a nerve impulse reaches the end of an axon, what are the chemicals released by the axon called?",Neurotransmitters.,neurotransmitters,sciq,short_form,no_thinking,1,1.0,0.9698548,0.05,0.5020980834960938,1,neurotransmitters,0.5
sciq_242,"What is made of molecules of many different gases, and is something we usually can’t see, taste, or smell; we can only feel it when it moves?",Air,air,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,air,0.5
sciq_243,"Bees, wasps, ants, butterflies, moths, flies and beetles belong to what animal phylum?",Arthropoda,arthropods,sciq,short_form,no_thinking,0,0.0,0.9481408,0.05,0.5020980834960938,1,arthropods,0.5
sciq_244,The ileum is the last part of what digestive system organ?,Small intestine,small intestine,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,small intestine,0.5
sciq_245,What is the phenotypic range of a particular genotype called?,Phenotypic range,norm of reaction,sciq,short_form,no_thinking,0,0.0,0.9205443,0.05,0.5020980834960938,1,norm of reaction,0.5
sciq_246,"Ice cores, varves and what else indicate the environmental conditions at the time of their creation?",Paleoclimate proxies,tree rings,sciq,short_form,no_thinking,0,0.0,0.90626764,0.05,0.5020980834960938,1,tree rings,0.5
sciq_247,On how many of the continents do birds live and breed?,All continents.,seven,sciq,short_form,no_thinking,0,0.0,0.91122013,0.05,0.5020980834960938,1,seven,0.5
sciq_248,Paracrine signals move by what method through the extracellular matrix?,Diffusion.,diffusion,sciq,short_form,no_thinking,1,1.0,0.9641961,0.05,0.5020980834960938,1,diffusion,0.5
sciq_249,What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,Genes.,genes,sciq,short_form,no_thinking,1,1.0,0.9504117,0.05,0.5020980834960938,1,genes,0.5
sciq_250,The temperature at which a substance melts is called its what point?,Melting point.,melting,sciq,short_form,no_thinking,1,1.0,0.947564,0.05,0.5020980834960938,1,melting,0.5
sciq_251,The interaction between atomic orbitals is greatest when they have the same what?,Energy.,energy,sciq,short_form,no_thinking,1,1.0,0.9503563,0.05,0.5020980834960938,1,energy,0.5
sciq_252,What kind of a disorder is tay-sachs disease?,Neurodegenerative disorder,inherited disorder,sciq,short_form,no_thinking,0,0.0,0.9242254,0.05,0.5020980834960938,1,inherited disorder,0.5
sciq_253,"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",Heat energy,heat,sciq,short_form,no_thinking,1,1.0,0.9443462,0.05,0.5020980834960938,1,heat,0.5
sciq_254,What cells are the basis of nervous tissue?,Neurons.,neurons,sciq,short_form,no_thinking,1,1.0,0.9530784,0.05,0.5020980834960938,1,neurons,0.5
sciq_255,Angiosperm seed develops inside of what?,Ovule.,an ovary,sciq,short_form,no_thinking,0,0.0,0.93824774,0.05,0.5020980834960938,1,an ovary,0.5
sciq_256,What forms when one substances dissolves in another?,Solution.,a solution,sciq,short_form,no_thinking,1,1.0,0.95679706,0.05,0.5020980834960938,1,a solution,0.5
sciq_257,"Exemplified by organisms that grow in geysers, hyperthermophiles ""love"" what?",Heat,heat,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,heat,0.5
sciq_258,What is the most important source of electromagnetic waves on earth?,Sun.,the sun,sciq,short_form,no_thinking,1,1.0,0.9191481,0.05,0.5020980834960938,1,the sun,0.5
sciq_259,What happens to the pressure when more gas is added to a rigid container?,Pressure increases.,increases,sciq,short_form,no_thinking,1,1.0,0.93371195,0.05,0.5020980834960938,1,increases,0.5
sciq_260,What is the name of the first stage of photosynthesis?,Light-dependent reactions,light reactions,sciq,short_form,no_thinking,0,0.0,0.9578582,0.05,0.5020980834960938,1,light reactions,0.5
sciq_261,Proto-oncogenes can change into oncogenes that cause what?,Cancer.,cancer,sciq,short_form,no_thinking,1,1.0,0.94190675,0.05,0.5020980834960938,1,cancer,0.5
sciq_262,The rocks athe mid-ocean ridge are nearly free of what?,Metamorphic minerals.,sediment,sciq,short_form,no_thinking,0,0.0,0.9102306,0.05,0.5020980834960938,1,sediment,0.5
sciq_263,Why do snakes have venomous bites?,Evolutionary adaptation for hunting and defense.,to kill prey,sciq,short_form,no_thinking,0,0.0,0.92389,0.05,0.5020980834960938,1,to kill prey,0.5
sciq_264,Acidic hydrogen atoms are those which will be transferred to what?,Base.,a base,sciq,short_form,no_thinking,1,1.0,0.9589191,0.05,0.5020980834960938,1,a base,0.5
sciq_265,"The cultivated forms of wheat, cotton, and tobacco plants are all what?","Cultivated forms of wheat, cotton, and tobacco plants are all **domesticated species**.",allopolyploids,sciq,short_form,no_thinking,0,0.0,0.91459537,0.05,0.5020980834960938,1,allopolyploids,0.5
sciq_266,"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",Neurons.,neurons,sciq,short_form,no_thinking,1,1.0,0.9530784,0.05,0.5020980834960938,1,neurons,0.5
sciq_267,What kind of a process is corrosion?,Chemical process.,galvanic,sciq,short_form,no_thinking,0,0.0,0.9176239,0.05,0.5020980834960938,1,galvanic,0.5
sciq_268,What are the smallest particles of matter?,Atoms.,atoms,sciq,short_form,no_thinking,1,1.0,0.95537883,0.05,0.5020980834960938,1,atoms,0.5
sciq_269,How frequently do high tides occur?,Every 12 hours and 25 minutes.,every 12 hours,sciq,short_form,no_thinking,1,1.0,0.9514973,0.05,0.5020980834960938,1,every 12 hours,0.5
sciq_270,"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately how long?",2 meters,two meters,sciq,short_form,no_thinking,0,0.0,0.9795308,0.05,0.5020980834960938,1,two meters,0.5
sciq_271,"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",Mitochondrion,mitochondria,sciq,short_form,no_thinking,0,0.0,0.9522921,0.05,0.5020980834960938,1,mitochondria,0.5
sciq_272,"Penis, testes, and epididymis are organs in what system?",Reproductive system.,male reproductive system,sciq,short_form,no_thinking,0,0.0,0.9437315,0.05,0.5020980834960938,1,male reproductive system,0.5
sciq_273,What protects the pollen of seed plants and spores of seedless plants?,Pollination.,sporopollenin,sciq,short_form,no_thinking,0,0.0,0.9106974,0.05,0.5020980834960938,1,sporopollenin,0.5
sciq_274,What makes up the dense outer layer of bones?,Osteoblasts,compact bone,sciq,short_form,no_thinking,0,0.0,0.91827303,0.05,0.5020980834960938,1,compact bone,0.5
sciq_275,What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,Mole,one mole,sciq,short_form,no_thinking,0,0.0,0.94238627,0.05,0.5020980834960938,1,one mole,0.5
sciq_276,What is the most direct way of recovering a metal from its ores?,Smelting.,electrolysis,sciq,short_form,no_thinking,0,0.0,0.91171074,0.05,0.5020980834960938,1,electrolysis,0.5
sciq_277,The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,Specific gravity.,specific gravity,sciq,short_form,no_thinking,1,1.0,0.9769466,0.05,0.5020980834960938,1,specific gravity,0.5
sciq_278,How do prokaryotic cells divide?,Binary fission.,binary fission,sciq,short_form,no_thinking,1,1.0,0.970318,0.05,0.5020980834960938,1,binary fission,0.5
sciq_279,Where do angiosperms form seeds?,Ovary.,ovaries,sciq,short_form,no_thinking,0,0.0,0.94484574,0.05,0.5020980834960938,1,ovaries,0.5
sciq_280,A dilute solution is one that has a relatively small amount of what?,Solute.,dissolved solute,sciq,short_form,no_thinking,0,0.0,0.9440833,0.05,0.5020980834960938,1,dissolved solute,0.5
sciq_281,Where does a crossover occur on a chromosome?,Chromatid.,at different locations,sciq,short_form,no_thinking,0,0.0,0.91274965,0.05,0.5020980834960938,1,at different locations,0.5
sciq_282,"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",Properties,physical,sciq,short_form,no_thinking,0,0.0,0.91272646,0.05,0.5020980834960938,1,physical,0.5
sciq_283,"The leaves of what plant genus are the source of the compound ephedrine, which is used in medicine as a potent decongestant and is similar to amphetamines?",Ma Huang,ephedra,sciq,short_form,no_thinking,0,0.0,0.8939296,0.05,0.5020980834960938,1,ephedra,0.5
sciq_284,"When the earth is between the moon and the sun, what type of moon shows?",Blood moon.,a full moon,sciq,short_form,no_thinking,0,0.0,0.93344814,0.05,0.5020980834960938,1,a full moon,0.5
sciq_285,What causes the wheels of the car to turn?,Engine power.,turning driveshaft,sciq,short_form,no_thinking,0,0.0,0.9145259,0.05,0.5020980834960938,1,turning driveshaft,0.5
sciq_286,What type of matter makes up most of the universe?,Dark matter,plasma,sciq,short_form,no_thinking,0,0.0,0.91706973,0.05,0.5020980834960938,1,plasma,0.5
sciq_287,The simplest organic compounds are known as what?,Hydrocarbons.,hydrocarbons,sciq,short_form,no_thinking,1,1.0,0.9577077,0.05,0.5020980834960938,1,hydrocarbons,0.5
sciq_288,A vapor light produces visible light by what process?,Electroluminescence.,electroluminescence,sciq,short_form,no_thinking,1,1.0,0.96811134,0.05,0.5020980834960938,1,electroluminescence,0.5
sciq_289,How did the first seed plants form seeds?,Fertilization.,in cones,sciq,short_form,no_thinking,0,0.0,0.9168259,0.05,0.5020980834960938,1,in cones,0.5
sciq_290,Quarks are very tiny particles of matter that make up what?,Protons and neutrons.,protons and neutrons,sciq,short_form,no_thinking,1,1.0,0.9756978,0.05,0.5020980834960938,1,protons and neutrons,0.5
sciq_291,"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",Dilation,diameter,sciq,short_form,no_thinking,0,0.0,0.913318,0.05,0.5020980834960938,1,diameter,0.5
sciq_292,"Twenty-four hours before fertilization, the egg has finished meiosis and becomes a mature what?",Mature oocyte.,oocyte,sciq,short_form,no_thinking,1,1.0,0.9460851,0.05,0.5020980834960938,1,oocyte,0.5
sciq_293,What is equal to the angular acceleration multiplied by the radius of the rotating object?,Tangential acceleration.,linear acceleration,sciq,short_form,no_thinking,0,0.0,0.94159347,0.05,0.5020980834960938,1,linear acceleration,0.5
sciq_294,"In both eukaryotes and prokaryotes, ribosomes are the non-membrane bound organelles where what main product of the cell is made?",Proteins.,proteins,sciq,short_form,no_thinking,1,1.0,0.94866097,0.05,0.5020980834960938,1,proteins,0.5
sciq_295,The behavior of ideal gases is explained by what theory of gases?,Kinetic Theory of Gases,kinetic molecular theory,sciq,short_form,no_thinking,0,0.0,0.95931876,0.05,0.5020980834960938,1,kinetic molecular theory,0.5
sciq_296,About how tall can mid-ocean ridges be?,Mountains.,about 2 km,sciq,short_form,no_thinking,0,0.0,0.91970396,0.05,0.5020980834960938,1,about 2 km,0.5
sciq_297,"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",Aseptic technique.,aseptic,sciq,short_form,no_thinking,1,1.0,0.94689614,0.05,0.5020980834960938,1,aseptic,0.5
sciq_298,Biological features from a common evolutionary origin are known as what?,Homologies.,homologous,sciq,short_form,no_thinking,0,0.0,0.94349176,0.05,0.5020980834960938,1,homologous,0.5
